caption,Nama Tempat,Alamat,Jam Operasional,Kota,Akun Instagram,Jam Buka,Jam Tutup,Is 24H,Is Overnight,Kategori Tempat,Kategori Multilabel List,Kategori Multilabel
"Menyambangi wajah baru Lumi Coffee

Rasanya sudah lama sekali sejak kali pertama kami berkunjung ke LUMI Coffee, kala itu kami memilih duduk di ruang indoor ac karena hujan sedang turun, memandangi pemandangan luar dari kaca jendela LUMI yang khas.

Rupanya setelah sekian lama kini LUMI coffee menyapa dengan wajahnya yang baru dan dengan suasananya yang baru. Mulai dari depan yang dulunya full outdoor kini sudah beratap transparan yang bikin kamu tetap bisa nikmatin area luar tanpa khawatir harus kehujanan. Ditambah lagi dengan pohon yang cukup rindang meski tidak terlalu besar membuat LUMI coffee lebih hidup dan menyejukkan. Selain itu juga terdapat banyak tempat duduk beton yang bisa kalian pilih.

Masuk ke indoor terdapat banyak perubahan terutama di bagian bar dan tempat duduknya yang lebih nyaman buat kamu yang mau nugas di LUMI, kami suka mereka tetap mempertahankan jendela samping sehingga masih dapat menikmati area luar. Nah ada area baru tepatnya di samping yang dulunya kebun sekarang sudah menjadi area full outdoor dengan sedikit teduhan di tengahnya. 

Sembari menikmati suasana baru LUMI kemarin kami mencoba menu 2 varian mocktail & es kopi susu, selain itu kami juga mencoba snack dan main coursenya yang bisa kalian coba. Seperti biasa, detail menu ada di slide terakhir ya!

LUMI Coffee @lumi.coffee
10:00 ——— 24:00
Jl. Sukoharjo No.8, Sanggrahan, Condongcatur, Depok, Sleman",LUMI Coffee,"Jl. Sukoharjo No.8, Sanggrahan, Condongcatur, Depok, Sleman",10:00 - 24:00,Sleman,@lumi.coffee,10:00,23:59,False,False,Menu Variatif,['Menu Variatif'],Menu Variatif
"Bagi Kopi Prawirotaman, coffee shop homey di tengah pemukiman warga.

Bagi kopi cabang ketiganya di Jogja ini lokasinya bener-bener lokasi yang sebelumnya sama sekali nggak kebayang oleh kami akan ada coffee shop. Berdiri homey di tengah pemukiman warga daerah Prawirotaman atau lebih tepatnya di sekitaran Mantrijeron Jalan Parangtritis, Bagi Kopi menjadi pilihan fresh buat kamu yang nyari coffee shop di daerah ini.

Sama kayak cabangnya yang lain Bagi Kopi Prawirotaman ini buka dari jam 7 pagi sampai jam 3 dini hari, cocok banget kan buat kamu yang morning person ataupun late night person, karena lokasinya yang di tengah pemukiman warga tentu saja tempat ini jauh dari bising. 

Areanya terbagi menjadi indoor yang cukup luas, outdoor di halaman belakang dan semi indoor di depan bar. Karena tempatnya yang cukup luas mereka terbuka bagi siapapun dan komunitas apapun yang pengen ngadain event di Bagi Kopi. Buat menunya ada banyak banget, sukanya di Bagi Kopi ini mereka punya snack beragam mulai dari dimsum, churros, tahu walik bahkan combro!

Bagi Kopi Prawirotaman @bagikopiid @bagikopi.prawirotaman 
07:00 ——— 03:00
Jl. Surami No.871, Mantrijeron, Yogyakarta

*Cek menu di link @bagikopiid ya!",Bagi Kopi Prawirotaman,"Jl. Surami No.871, Mantrijeron, Yogyakarta",07:00 - 03:00,Yogyakarta,"@bagikopi.prawirotaman, @bagikopiid",07:00,03:00,False,True,Area Lengkap,['Area Lengkap'],Area Lengkap
"Menikmati Hijaunya Jakal Atas di Bagi Kopi Kaliurang

Setelah gerainya yang pertama di Pandean kini Bagi Kopi membuka gerai keduanya di Jogja yang berlokasi di Jakal Atas, gerai keduanya di Jogja ini juga menjadi gerai ke 19 Bagi Kopi di Indonesia. Mengusung konsep yang berbeda dari sebelumnya, Bagi Kopi Kaliurang tampil lebih minimalis juga futuristik.

Kesan futuristik begitu kerasa di area bar dengan mesin espresso Asterion buatan Indonesia yang gahar, selain itu terdapat beberapa artwork dengan warna biru khas Bagi Kopi. Areanya terbagi menjadi beberapa dengan area bar yang luas dan terdapat beberapa pilihan tempat duduk, sebelah kiri dari pintu masuk cocok buat nugas dengan pemandangan hijau yang sejuk.

Masuk ke belakang terdapat area semi private yang sepertinya cocok buat meeting, terakhir ada area semi outdoor belakang dan full outdoor dengan pemandangan hijaunya yang nenangin, kami suka desain tempat duduk dan mejanya yang minimalis dan match dengan suasana yang ada.

Ada banyak menu yang bisa kamu pesan mulai dari coffee, non coffee, mocktail, pastry, snack hingga main course. Cek beberapa menunya di slide terakhir yaa! Oh iya mereka juga buka jam 7 pagi ya jadi cocok buat kamu yang morning person, buat yang suka begadang juga cocok sih karena mereka tutup jam 3 pagi!

Bagi Kopi Kaliurang @bagikopiid @bagikopi.kaliurang
07:00 ——— 03:00
Jl. Kaliurang KM 12,5, Candi Karang, Sardonoharjo, Ngaglik, Sleman, YK",Bagi Kopi Kaliurang,"Jl. Kaliurang KM 12,5, Candi Karang, Sardonoharjo, Ngaglik, Sleman, YK",07:00 - 03:00,Sleman,"@bagikopi.kaliurang, @bagikopiid",07:00,03:00,False,True,WFC Nyaman,['WFC Nyaman'],WFC Nyaman
"Betah produktif di Eplus Coffee

Sebenernya sudah kali ketiga kami berkunjung ke Eplus, selain karena tempatnya juga karena menu-menunya yang banyak. Luas dan lega yang terbagi menjadi beberapa area yaitu indoor, semi outdoor dan office yg ready for rent! Eplus memiliki beberapa pilihan tempat duduk ergonomis buat nugas, sofa yang nyaman juga bean bag buat nyantai bareng temen ataupun keluarga kamu. 

Beberapa kali kami berkunjung yang kami jumpai memang sebagian besar asik dengan gawainya, adapula yg nonton di area bean bag bersama teman-temannya dan yang sekedar nongkrong. Sebagian yang datang bahkan beberapa kali order menu lagi karena betah berlama-lama di tempat ini. Kami juga nyobain beberapa menu makanan minuman dan snack buat teman produktif.

Mendukung tempatnya yang memang sangat cocok buat produktif Eplus juga memberikan fasilitas ngeprint gratis buat temen temen jadi nggak perlu lagi tuh ngeprint diluar pas lagi on duty di eplus! Tempatnya bersebelahan dengan area bar, bisa juga kalau mau ngeprint skripsi, eitss tapi jangan lupa bawa kertas sendiri ya! 😅

Kalau lagi penat pas ngerjain sesuatu bisa jeda sebentar buat keluar menikmati view di area outdoor yang hijau-hijau dan menikmati gemericik suara sungai. Oiya menunya juga beragam seperti yang kami pesan di foto yaa!👌🏼

Eplus Coffee & Coworking @eplusdotco
09:00 ——— 24:00
Jl. Candi Gebang, Jetis, Wedomartani, Ngemplak, Sleman, Yk

*Cek menunya di link @eplusdotco yaa",Eplus Coffee & Coworking,"Jl. Candi Gebang, Jetis, Wedomartani, Ngemplak, Sleman, Yk",09:00 - 24:00,Sleman,@eplusdotco,09:00,23:59,False,False,WFC Nyaman,['WFC Nyaman'],WFC Nyaman
"Kopi Kepi, coffee shop dengan suasana oldschoolnya yang bikin lupa waktu

Perjalanan jauh dari Jogja ditutup dengan kunjungan kami di Kopi Kepi, dari depan tampak teduh dengan bangunan menarik yg dominan kaca berbentuk segitiga. Kami masuk dibuat tertarik dengan area bar yang luas hampir mengelilingi ruangan, penataan apik ditambah lagi langit langit yang menjulang tinggi menjadi kesan mewah di area bar, sedang di sebelah kiri bar terdapat nuansa rumah tua yang di lengkapi remang lampu juga ceiling fan seakan membawa kenangan tempo dulu.

Kami cukup penasaran dengan beberapa pilihan pastry yang juga disajikan di area bar, rupanya selain kopi, pastry disini menjadi perpaduan pas buat nemenin kerja atau bersantai karena ada area outdoor vintage yang cukup luas khas dengan ornamennya dibelakang area indoor. Beberapa pilihan tempat duduk mulai dari area bean bag luas dan meja kursi klasik menambah kesan hangat suasana di sore menjelang malam di kopi kepi. 

Oh iya kalian harus coba Churros sama Mille Crepesnya yaa, churrosnya empuk bahkan sampai kita bawa pulang dan masukin kulkas pun masih empuk, rasanya masih kebayang sampe sekarang 👌🏼

*Cek menu lengkapnya di bio @kopikepi.id yaa!

Kopi Kepi @kopikepi.id
08:00 ——— 23:00
Jalan Dr Supomo No. 57 Mangkubumen, Banjarsari Surakarta",Kopi Kepi,"Jalan Dr Supomo No. 57 Mangkubumen, Banjarsari Surakarta",08:00 - 23:00,Lainnya,@kopikepi.id,08:00,23:00,False,False,WFC Nyaman,['WFC Nyaman'],WFC Nyaman
"Jog.Ya! Salah satu coffee shop di Njeron Benteng yang cozy

Nggak pernah bosen kalau pas lewat di sekitaran Njeron Benteng atau di kawasan yg dekat dengan Alun-Alun Selatan ini, bahkan kadang kami menyempatkan lewat di pemukiman warga yang setiap rumahnya memiliki karakternya masing-masing yang hangat.

Sore itu di salah satu ujung jalan kami singgah di kafe atau coffee shop yang memiliki suasana layaknya di rumah meskipun dengan bangunan yang baru, kesan homey sangat terasa karena penataannya yang sedemikian rupa sehingga menyerupai set-up ruang tamu rumah, terdapat beberapa sofa empuk dan ornamen-ornamen penambah kesan homey.

Buat menunya ada banyak yang bisa kamu pilih mulai dari basic coffee, minuman dengan rempah, main course yang menggabungkan lokal tradisional dan modern hinggal snack khas Meksiko yaitu chicken quesadilla. Satu tempat yang banyak menyuguhkan keasyikan.

Jog.Ya! @jogyabykepomo
10:00 ——— 23:00
Jl. Siliran Lor, Kraton, Yogyakarta",Jog.Ya,"Jl. Siliran Lor, Kraton, Yogyakarta",10:00 - 23:00,Yogyakarta,@jogyabykepomo,10:00,23:00,False,False,Menu Variatif,['Menu Variatif'],Menu Variatif
"Satu sore yang nyaman di @hitammanis.yk

Baru lagi nih coffee shop estetik dengan view dan suasana sawah yang bikin betah. Lokasinya ada di Condongcatur tepatnya di Pondok nggak jauh dari Manukan.

Berkonsep minimalis white dengan aksen bohemian coffee shop ini menghadirkan suasana yang cukup berbeda dari tempat yang sudah ada di Jogja. Apalagi view samping kanan kiri dan belakang yang masih full sawah bikin tempat ini makin cakep. Kami suka duduk di area samping agak belakang sambil memandangi persawahan dan segala aktivitas yang ada. Cakep hampir dari segala sisi 👌🏼

Buat menunya ada cukup banyak dengan platting yg cantik dan porsi yang nggak pelit, ada satu menu unik yang kami coba yaitu Pisang Goreng Sambel Kacang, biasanya pisang goreng cocolannya yg manis-manis ini pake sambel kacang, unik banget rasanya kalian harus coba 🙌🏻

Hitam Manis Kedai Kopi @hitammanis.yk
08:00 —— 23:00 | 08:00 —— 24:00
Jl. Gerilya, Pondok, Condongcatur, Sleman",Hitam Manis Kedai Kopi,"Jl. Gerilya, Pondok, Condongcatur, Sleman",08:00 - 23:00,Sleman,@hitammanis.yk,08:00,23:00,False,False,Area Lengkap,"['Menu Variatif', 'Area Lengkap']","Menu Variatif, Area Lengkap"
"Pertama kali nyobain board game di Morse Board Game & Cafe

Buat yang pengen nyobain pengalaman baru yang seru atau pengen ngopi yang nggak gitu-gitu aja mungkin Morse Board Game & Cafe ini cocok buat kamu

Dari fasade depan tempat ini udah ngingetin akan masa-masa kecil pas kita main video game dengan warnanya yang nyentrik, masuk ke dalem konsep gamenya makin berasa, ada mural pac man di bagian meja bar dan board game itu sendiri yang ada di ruangan utama ini. Ada sekitar 100 board game yang bisa kalian mainin bareng temen-temen buat unlock pengalaman baru yang asik. Tenang aja buat yang baru pertama kali main bakal ada game master buat dampingin dan jelasin cara mainnya.

Buat board gamenya kamu bisa main seharian dengan 25K aja dan ada diskon buat kamu yang bawa kartu pelajar. 

Kamu yang pengen nongkrong aja bareng temen juga bisa karena ada area semi outdoor dan full outdoor di bagian belakang yang cukup luas dan juga ada beberapa free games yang bisa kalian coba. Untuk menunya ada banyak ya, cek detailnya di slide terakhir 🙌🏻

Morse Board Game & Cafe @morseboardgame
10:00 ——— 23:00
Jl. Umbul Permai, Ngaglik, Sleman",Morse Board Game & Cafe,"Jl. Umbul Permai, Ngaglik, Sleman",10:00 - 23:00,Sleman,@morseboardgame,10:00,23:00,False,False,WFC Nyaman,"['Ngopi Santai', 'WFC Nyaman']","Ngopi Santai, WFC Nyaman"
"Satu lagi yang baru di Pogung!

Kemarin belum lama kami kembali menyusuri jalanan Pogung dan singgah di Obie Cafe and Space, kafe atau coffee shop baru yang menarik dan cukup bikin kaget karena tau-tau udah jadi secakep ini.

Tempatnya luas dengan banyak pilihan tempat duduk dan beberapa sofa yang nyaman. Letaknya agak masuk dari jalan yang ngasih suasana tenang nggak berisik, cocok buat nugas atau ngumpul bareng temen.

Hal yang paling kami suka di Obie Cafe ini ada RAMEN! Jarang-jarang kan ya ngopi sambil makan ramen, selain itu kami suka banget sama Black Mamba, salah satu minuman mocktail yang menurut kami enak, seger dan beda dari yang sudah ada, minuman ini jadi yang pertama habis dari 3 yang kami coba. Selain itu ada juga salted egg chicken wings yang unik, salted eggnya pas ngga bikin eneg. Buat yang pengen ngemil ringan ada seafood satay, cocok juga dimakan bareng ramennya 👌🏼

Yuk agendain!

Obie Cafe & Space @obie.cafe
10:00 ——— 24:00
Pogung Kidul, Sinduadi, Sleman",Obie Cafe & Space,"Pogung Kidul, Sinduadi, Sleman",10:00 - 24:00,Sleman,@obie.cafe,10:00,23:59,False,False,Menu Variatif,"['Menu Variatif', 'Ngopi Santai']","Menu Variatif, Ngopi Santai"
"The all new Gemati Cafe and Space

Kawasan Tiyasan atau Tiyosan ini emang kawasan dengan banyak kafe yang berjejer di sepanjang jalan, kamu bisa milih sesuai dengan apa yang kamu suka, nah belum lama ini kami diundang buat dateng ke salah satu cafe atau coffee shop yang baru akan grand opening di tanggal 22 Desember besok.

Yap, Gemati Cafe and Space adalah tempat yang kami datengin, buat yang nanya “ini yang dulu namanya Gumati ya kak?” jawabannya betul banget, mereka membawa tempat dan konsep baru yang lokasinya persis di sebrang tempat yang lama. 

Luas, nyaman dan lengkap. Pertama yang terbesit tentu saja luas karena dari luar aja udah keliatan, nyaman karena ada beberapa area yang bisa kamu pilih dan sesuaikan dengan kebutuhanmu, lengkap karena ada area outdoor dengan view sawah yang nenangin banget, gak tau kenapa view alam dipaduin dengan bangunan minimalis gini emang cakep banget ya jadinya 👌🏼

Buat menunya ada banyak banget dan kebetulan kemarin nyobain beberapa menu rekomendasi yang semuanya bener2 good! Nggak ada yg failed sama sekali. Cocok banget buat kamu yang pengen nugas nongkrong ngopi sekalian makan 🙌🏻

Jangan lupa dateng di Grand Openingnya tanggal 22 besok ya! Bakal ada yang seru-seru pastinya! See youu!

Gemati Cafe and Space @gematicoffee_yk
09:00 ——— 24:00
Jalan Sidomukti, Tiyasan, Condong Catur Yogyakarta",Gemati Cafe and Space,"Jalan Sidomukti, Tiyasan, Condong Catur Yogyakarta",09:00 - 24:00,Yogyakarta,@gematicoffee_yk,09:00,23:59,False,False,Area Lengkap,['Area Lengkap'],Area Lengkap
"Balik lagi ke Selonjor dengan suasananya yang otentik

Setelah dari Solo dan kagum dengan beberapa tempat yang punya karakternya sendiri dengan tetap mengakar pada identitas kotanya, kemarin kami sempet kepikiran buat dateng ke coffee shop yang “Jogja” banget.

Selonjor Coffee jadi pilihan pertama, lokasinya berada tepat di Jalan Mangkubumi atau Margo Utomo dengan suasana Jogja yang cukup berkarakter. Menempati rumah atau kawasan pertokoan lama bikin berasa balik ke masa lalu. Sangat sempurna menghabiskan sore yang cerah di Selonjor dengan segala aktivitasnya yang ada.

Sejak dari kami datang pertama dulu ada sedikit perubahan, kini ada aksen minimalis yang diberikan namun tetap dengan karakternya yang otentik.
Well buat yang pengen bukan sekedar ngopi tapi lebih menyelami suasana yang ada kamu bisa cobain tempat ini ya! Mereka juga ada beberapa promo menarik: 
• HAPPY HOUR! 10:00-12:00 FOR ALL DRINKS, Buy2 Get1 FREE!
• Bring your tumbler get discount 20%
• Purchase 100rb++ Get FREE 1 Glass Cascara!

Selonjor Coffee @selonjor.coffee
10:00 ——— 24:00
Jl. P. Mangkubumi, Yogyakarta",Selonjor Coffee,"Jl. P. Mangkubumi, Yogyakarta",10:00 - 24:00,Yogyakarta,@selonjor.coffee,10:00,23:59,False,False,WFC Nyaman,"['Menu Variatif', 'WFC Nyaman']","Menu Variatif, WFC Nyaman"
"Den Singo Koffie, susah buat nggak jatuh cinta!

Beberapa hari yang lalu kebetulan dari pagi cuaca mendung dengan sesekali hujan jatuh yang membuat hari itu menjadi hari yang sangat enak buat menikmati kopi.

Sempat bingung kemana akhirnya kami memutuskan untuk mengarahkan navigasi google maps menuju Jalan Sulawesi daerah Jakal dan berhenti di Den Singo Koffie, coffee shop dengan tempatnya yang tenang luar biasa ditengah hiruk pikuk Jakal dan segala keramaiannya. Cocok sekali untuk menikmati suasana hari itu pikir kami.

Pertama kali kami datang kami langsung menobatkan kalau Den Singo Koffie ini menjadi salah satu coffee shop joglo terfavorit di Jogja, selain karena suasananya yang tenang dan penataannya yang rapi juga karena kebersihannya yang sangat terjaga. Favorit kami duduk di bagian belakang joglo supaya bisa menikmati area rumput hijau persis di belakang joglo dengan penataannya yang cantik. Bisa dibilang @densingo_koffie ini hidden gemnya Jakal sih.

Oh iya kamu harus lepas alas kaki ya buat masuk di joglonya, ini unik sih kayak kebiasaan di rumah.
Buat menunya ada banyak! Nggak cuma kopi aja mereka juga ada jus dan smoothies, kemarin nyobain ayam sambal matahnya juga oke banget sih👌🏼 

Sangat reccomended buat kamu yang pengen nyari suasana tenang 🙌🏻

Den Singo Koffie @densingo_koffie
11:00 ——— 22:00
Jl. Sulawesi Raya No. 18, Purwosari, Sinduadi, Sleman",Den Singo Koffie,"Jl. Sulawesi Raya No. 18, Purwosari, Sinduadi, Sleman",11:00 - 22:00,Sleman,@densingo_koffie,11:00,22:00,False,False,Menu Variatif,"['Menu Variatif', 'Area Lengkap']","Menu Variatif, Area Lengkap"
